time_ms,torque
0.000,-0.00235996516166981979
1.000,-0.00235901592898462003
2.000,-0.00236065335423705017
3.000,-0.00235961513232738019
4.000,-0.00236103304628151010
5.000,-0.00236067708499829989
6.000,-0.00235981091148138988
7.000,-0.00236248061954965000
8.000,-0.00236246282154317991
9.000,-0.00236231450479783018
10.000,-0.00236163224720123020
11.000,-0.00236170937201979998
12.000,-0.00236293743483192986
13.000,-0.00236223144740117016
14.000,-0.00236103304628151010
15.000,-0.00235934222792390019
16.000,-0.00236029145998816001
17.000,-0.00236251028289237008
18.000,-0.00236229670678541996
19.000,-0.00236105084433900015
20.000,-0.00235959140151562009
21.000,-0.00236169750666387996
22.000,-0.00236065335423705017
23.000,-0.00236236789883123013
24.000,-0.00236396971717573985
25.000,-0.00236437313728127003
26.000,-0.00236226704342999997
27.000,-0.00236302642477330014
28.000,-0.00236380360291980982
29.000,-0.00236455111663587013
30.000,-0.00236321033726848021
31.000,-0.00236409430283138992
32.000,-0.00236423075375187010
33.000,-0.00236150766093066013
34.000,-0.00235923543920362995
35.000,-0.00236054656579746990
36.000,-0.00236215432266332010
37.000,-0.00236262300357861993
38.000,-0.00236188141964903007
39.000,-0.00236116949803938988
40.000,-0.00236134747853705999
41.000,-0.00236341798032671004
42.000,-0.00236197634245353992
43.000,-0.00236270606091006996
44.000,-0.00236328152918389989
45.000,-0.00236370868046302009
46.000,-0.00236105084433900015
47.000,-0.00236213059197235009
48.000,-0.00236029739268288005
49.000,-0.00236326966386537010
50.000,-0.00236096185404519000
51.000,-0.00236312728002098993
52.000,-0.00236093812329749020
53.000,-0.00235909305420770998
54.000,-0.00236059402732898991
55.000,-0.00236242722552830985
56.000,-0.00236162631452238982
57.000,-0.00236211872662644984
58.000,-0.00236226704342999997
59.000,-0.00236204160187117014
60.000,-0.00236175090076332994
61.000,-0.00236130001707722005
62.000,-0.00236205939989267985
63.000,-0.00236280691622253996
64.000,-0.00236022026764600009
65.000,-0.00235918797754284008
66.000,-0.00236073047920696980
67.000,-0.00236181616021044006
68.000,-0.00236061182540215015
69.000,-0.00236059996002011994
70.000,-0.00235991176737922019
71.000,-0.00236016687338270982
72.000,-0.00235996516166981979
73.000,-0.00235992956547671990
74.000,-0.00236087286373550019
75.000,-0.00236246875421206991
76.000,-0.00236461044307328993
77.000,-0.00236268233024534979
78.000,-0.00236101524822337995
79.000,-0.00236278911822769989
80.000,-0.00236208906326043980
81.000,-0.00235984057498287011
82.000,-0.00236202973652314008
83.000,-0.00236155512237073983
84.000,-0.00236195854442906991
85.000,-0.00235944308391649021
86.000,-0.00236023213303706994
87.000,-0.00235956767070271984
88.000,-0.00235907525608036999
89.000,-0.00235827433969245997
90.000,-0.00236173903540839005
91.000,-0.00236118136340788013
92.000,-0.00235954987259230989
93.000,-0.00236104491165323995
94.000,-0.00236064148885600008
95.000,-0.00236237976417122018
96.000,-0.00236201193850058000
97.000,-0.00236253994623332984
98.000,-0.00236087286373550019
99.000,-0.00236352476815156979
100.000,-0.00236102118090949012
101.000,-0.00235977531527728013
102.000,-0.00235783531831196009
103.000,-0.00235911678504318982
104.000,-0.00236043384464199989
105.000,-0.00235658351198380018
106.000,-0.00235808449265640990
107.000,-0.00235949647825726017
108.000,-0.00236213652464520004
109.000,-0.00236330525982010988
110.000,-0.00236246282154317991
111.000,-0.00236228484144347011
112.000,-0.00236345357627087017
113.000,-0.00236116356535504002
114.000,-0.00236183989091636988
115.000,-0.00236271792624201003
116.000,-0.00236118136340788013
117.000,-0.00235981091148138988
118.000,-0.00235913458316906006
119.000,-0.00235986430578277988
120.000,-0.00236202380384902986
121.000,-0.00236211279395338999
122.000,-0.00236101524822337995
123.000,-0.00236092625792321984
124.000,-0.00236082540223050020
125.000,-0.00236249841755549993
126.000,-0.00236173903540839005
127.000,-0.00236095592135836989
128.000,-0.00236328746184305983
129.000,-0.00236324593322746008
130.000,-0.00236184582359268017
131.000,-0.00236243315819763006
132.000,-0.00236073047920696980
133.000,-0.00236367308453705981
134.000,-0.00236043384464199989
135.000,-0.00236224331274439980
136.000,-0.00236084913298356984
137.000,-0.00236307981873050020
138.000,-0.00236242722552830985
139.000,-0.00236202380384902986
140.000,-0.00236080167147630993
141.000,-0.00236372647842504006
142.000,-0.00236126442097937990
143.000,-0.00236099745016462009
144.000,-0.00236192888105354014
145.000,-0.00236333492311379019
146.000,-0.00236462824100313988
147.000,-0.00236360189267752988
148.000,-0.00236185175626890979
149.000,-0.00236173903540839005
150.000,-0.00236197634245353992
151.000,-0.00236337051906388004
152.000,-0.00236084320029541009
153.000,-0.00236042197925574000
154.000,-0.00236023806573248994
155.000,-0.00236391039066212016
156.000,-0.00236333492311379019
157.000,-0.00236251621556070020
158.000,-0.00236313321268198000
159.000,-0.00236660973988878998
160.000,-0.00236532235977197003
161.000,-0.00236354256612016003
162.000,-0.00236210686128025989
163.000,-0.00236515624596649000
164.000,-0.00236191701570283991
165.000,-0.00236286031020323988
166.000,-0.00236321033726848021
167.000,-0.00236525710078355983
168.000,-0.00236167970862946001
169.000,-0.00236064742154655982
170.000,-0.00236025586381835009
171.000,-0.00236189328500057989
172.000,-0.00236306795340717000
173.000,-0.00236508505431864014
174.000,-0.00236550033878788011
175.000,-0.00236681738153195990
176.000,-0.00236615886059460007
177.000,-0.00236350697018234985
178.000,-0.00236564272195488980
179.000,-0.00236476469177755982
180.000,-0.00236461044307328993
181.000,-0.00236319847194825993
182.000,-0.00236330525982010988
183.000,-0.00236380953557275989
184.000,-0.00236379173761369979
185.000,-0.00236408243753219015
186.000,-0.00236267639757899986
187.000,-0.00236532829240685988
188.000,-0.00236473502856890004
189.000,-0.00236223144740117016
190.000,-0.00236435533934232014
191.000,-0.00236688857293257003
192.000,-0.00236559526090373987
193.000,-0.00236391039066212016
194.000,-0.00236569611563204000
195.000,-0.00236618852371858019
196.000,-0.00236634870455762003
197.000,-0.00236544694508978009
198.000,-0.00236615292796958990
199.000,-0.00236444432903073001
200.000,-0.00236427228228546990
201.000,-0.00236430787816867011
202.000,-0.00236332305779652979
203.000,-0.00236557746300839009
204.000,-0.00236450958812547008
205.000,-0.00236348917221248980
206.000,-0.00236546474298977979
207.000,-0.00236395191922240001
208.000,-0.00236578510508126012
209.000,-0.00236594528604984001
210.000,-0.00236605207333364992
211.000,-0.00236530456186689018
212.000,-0.00236625971520895012
213.000,-0.00236795051011890996
214.000,-0.00236593342079467013
215.000,-0.00236609953434133982
216.000,-0.00236359596002211000
217.000,-0.00236443246373985996
218.000,-0.00236331119247899010
219.000,-0.00236528083132578988
220.000,-0.00236529269659647989
221.000,-0.00236456298192390998
222.000,-0.00236429008022739006
223.000,-0.00236402311103196990
224.000,-0.00236588002714292018
225.000,-0.00236484181611180998
226.000,-0.00236628937832693981
227.000,-0.00236467570214629998
228.000,-0.00236737504723151006
229.000,-0.00236501979529918013
230.000,-0.00236493673835297012
231.000,-0.00236421295580783010
232.000,-0.00236563678932374000
233.000,-0.00236623598471329003
234.000,-0.00236453331870325979
235.000,-0.00236555373248026985
236.000,-0.00236331119247899010
237.000,-0.00236386886209837997
238.000,-0.00236281284888733992
239.000,-0.00236420702315968002
240.000,-0.00236049317156911001
241.000,-0.00236147206484764016
242.000,-0.00236354256612016003
243.000,-0.00236385699679381991
244.000,-0.00236399938042991010
245.000,-0.00236076014265376981
246.000,-0.00236258740757517996
247.000,-0.00236137120926528015
248.000,-0.00236282471421673992
249.000,-0.00236490114251464980
250.000,-0.00236172123737544981
251.000,-0.00236195261175411010
252.000,-0.00236210686128025989
253.000,-0.00236332899045520010
254.000,-0.00236418329256637017
255.000,-0.00236284844487468990
256.000,-0.00236165597791590997
257.000,-0.00236442653109430979
258.000,-0.00236226111075870998
259.000,-0.00236067115230809014
260.000,-0.00236423075375187010
261.000,-0.00236594528604984001
262.000,-0.00236478842234320993
263.000,-0.00236400531308053000
264.000,-0.00236445619432131991
265.000,-0.00236016687338270982
266.000,-0.00236051690233796997
267.000,-0.00236182802556354982
268.000,-0.00236318067396739002
269.000,-0.00236300269412381995
270.000,-0.00236132374780770012
271.000,-0.00236404684163290992
272.000,-0.00236371461311709989
273.000,-0.00236173903540839005
274.000,-0.00236324000056781008
275.000,-0.00236561305879844997
276.000,-0.00236651481796599020
277.000,-0.00236721486672204990
278.000,-0.00236608173646397999
279.000,-0.00236497826682780009
280.000,-0.00236615886059460007
281.000,-0.00236496640154962995
282.000,-0.00236325779854655018
283.000,-0.00236580290296919005
284.000,-0.00236610546696698013
285.000,-0.00236453331870325979
286.000,-0.00236093812329749020
287.000,-0.00236021433495035978
288.000,-0.00236181022753379020
289.000,-0.00236504352585270019
290.000,-0.00236487147931410983
291.000,-0.00236621818684080000
292.000,-0.00236637243504790986
293.000,-0.00236415362932313996
294.000,-0.00236593935342229019
295.000,-0.00236354256612016003
296.000,-0.00236309168405353983
297.000,-0.00236480622026670993
298.000,-0.00236391632331379997
299.000,-0.00236554186721579015
300.000,-0.00236468756743137996
301.000,-0.00236569018300152988
302.000,-0.00236164411255871017
303.000,-0.00236430787816867011
304.000,-0.00236251028289237008
305.000,-0.00236549440615503983
306.000,-0.00236774880155352996
307.000,-0.00236528083132578988
308.000,-0.00236932093968287997
309.000,-0.00236874547837648015
310.000,-0.00236668686393777007
311.000,-0.00236843698338218018
312.000,-0.00236673432488505994
313.000,-0.00236582663348545996
314.000,-0.00236643176126871994
315.000,-0.00236500793002200008
316.000,-0.00236197634245353992
317.000,-0.00236523930287613985
318.000,-0.00236524523551201980
319.000,-0.00236425448434292003
320.000,-0.00236418922521479998
321.000,-0.00236852597234242989
322.000,-0.00236225517808734018
323.000,-0.00236369088250036000
324.000,-0.00236734538417807984
325.000,-0.00236520370705940990
326.000,-0.00236534609031109015
327.000,-0.00236693010124490021
328.000,-0.00236908956872196015
329.000,-0.00236433754140273015
330.000,-0.00236640803078123994
331.000,-0.00236449772283615000
332.000,-0.00236646142437646999
333.000,-0.00236800390354902990
334.000,-0.00236608173646397999
335.000,-0.00236433754140273015
336.000,-0.00236503166057608002
337.000,-0.00236706061877544000
338.000,-0.00236718520365909995
339.000,-0.00236750556464561997
