Time,cDAQ1Mod1/ai0,cDAQ1Mod1/ai1,cDAQ1Mod1/ai2,cDAQ1Mod1/ai3,cDAQ1Mod2/ai0,cDAQ1Mod2/ai1,cDAQ1Mod2/ai2,cDAQ1Mod2/ai3,cDAQ1Mod3/ai0,cDAQ1Mod3/ai1,cDAQ1Mod3/ai2,cDAQ1Mod3/ai3
2025-10-02 11:21:54.742000,-0.00235996516166982,0.0526344176333616,0.0526311030641487,0.0526450075100336,0.052612370639271,0.0525992793760604,0.052602322222599,0.0526139383822832,0.0526112842472443,0.0526437367476221,0.0526205395559976,-0.0476152566796949
2025-10-02 11:21:54.743000,-0.00235901592898462,0.0526344176333616,0.0526311030641487,0.0526450075100336,0.052612370639271,0.0525992793760604,0.052602322222599,0.0526139383822832,0.0526112842472443,0.0526437367476221,0.0526205395559976,-0.0476152566796949
2025-10-02 11:21:54.744000,-0.00236065335423705,0.0526344176333616,0.0526311030641487,0.0526450075100336,0.052612370639271,0.0525992793760604,0.052602322222599,0.0526139383822832,0.0526112842472443,0.0526437367476221,0.0526205395559976,-0.0476152566796949
2025-10-02 11:21:54.745000,-0.00235961513232738,0.0526344176333616,0.0526311030641487,0.0526450075100336,0.052612370639271,0.0525992793760604,0.052602322222599,0.0526139383822832,0.0526112842472443,0.0526437367476221,0.0526205395559976,-0.0476152566796949
2025-10-02 11:21:54.746000,-0.00236103304628151,0.0526344176333616,0.0526311030641487,0.0526450075100336,0.052612370639271,0.0525992793760604,0.052602322222599,0.0526139383822832,0.0526112842472443,0.0526437367476221,0.0526205395559976,-0.0476152566796949
2025-10-02 11:21:54.747000,-0.0023606770849983,0.0526344176333616,0.0526311030641487,0.0526450075100336,0.052612370639271,0.0525992793760604,0.052602322222599,0.0526139383822832,0.0526112842472443,0.0526437367476221,0.0526205395559976,-0.0476152566796949
2025-10-02 11:21:54.748000,-0.00235981091148139,0.0526344176333616,0.0526311030641487,0.0526450075100336,0.052612370639271,0.0525992793760604,0.052602322222599,0.0526139383822832,0.0526112842472443,0.0526437367476221,0.0526205395559976,-0.0476152566796949
2025-10-02 11:21:54.749000,-0.00236248061954965,0.0526344176333616,0.0526311030641487,0.0526450075100336,0.052612370639271,0.0525992793760604,0.052602322222599,0.0526139383822832,0.0526112842472443,0.0526437367476221,0.0526205395559976,-0.0476152566796949
2025-10-02 11:21:54.750000,-0.00236246282154318,0.0526344176333616,0.0526311030641487,0.0526450075100336,0.052612370639271,0.0525992793760604,0.052602322222599,0.0526139383822832,0.0526112842472443,0.0526437367476221,0.0526205395559976,-0.0476152566796949
2025-10-02 11:21:54.751000,-0.00236231450479783,0.0526344176333616,0.0526311030641487,0.0526450075100336,0.052612370639271,0.0525992793760604,0.052602322222599,0.0526139383822832,0.0526112842472443,0.0526437367476221,0.0526205395559976,-0.0476152566796949
2025-10-02 11:21:54.752000,-0.00236163224720123,0.0526344176333616,0.0526311030641487,0.0526450075100336,0.052612370639271,0.0525992793760604,0.052602322222599,0.0526139383822832,0.0526112842472443,0.0526437367476221,0.0526205395559976,-0.0476152566796949
